DOB,_id,_version_,address,city,collection_id,id,latitude,longitude,name,sex,state
1994-02-08T22:11:38Z,5a9bf8a2e2615618b43d4e46,1593675226440269824,4397 INDIGO DR,Anchorage,V_US_Participant,1354,61,-150,"EARSERY,ZELANA R",M,Alaska
1997-12-08T22:11:38Z,5a9bf8a2e2615618b43d4e47,1593675226440269825,2487 WINSLOW WY,Eagle River,V_US_Participant,1357,61,-150,"GLOW,SHIGEO ",F,Alaska
1994-07-08T22:11:38Z,5a9bf8a2e2615618b43d4e48,1593675226440269826,3983 KLAMATH WAY,Anchorage,V_US_Participant,1359,61,-150,"NAJAER,POY-JING ",F,Alaska
1998-06-08T22:11:38Z,5a9bf8a2e2615618b43d4e49,1593675226440269827,3315 CHANATE RD 1E,Anchorage,V_US_Participant,1360,61,-149,"DESMAN,WIDIYATI A",M,Alaska
1997-06-08T22:11:38Z,5a9bf8a2e2615618b43d4e4a,1593675226441318400,100 FOWLER AVE #158,Kongiganak,V_US_Participant,1361,60,-163,"BUSENHART,LONIEL M",F,Alaska
1995-04-08T22:11:38Z,5a9bf8a2e2615618b43d4e4b,1593675226441318401,"533 E MICHELTORENA ST 203,#15",Akiachak,V_US_Participant,1362,61,-161,"MCGILVARY,YANPING L",M,Alaska
1998-07-08T22:11:38Z,5a9bf8a2e2615618b43d4e4c,1593675226441318402,"1025 WEST LAKERIDGE,#211",Akiak,V_US_Participant,1363,61,-161,"DUCHENEAUX,SHEREEN L",F,Alaska
1995-12-08T22:11:38Z,5a9bf8a2e2615618b43d4e4d,1593675226441318403,1086 MARIPOSA LN,Aniak,V_US_Participant,1364,62,-160,"BARROSO JR,ABREHET A",M,Alaska
1996-04-08T22:11:38Z,5a9bf8a2e2615618b43d4e4e,1593675226442366976,3901 14TH AVE,Bethel,V_US_Participant,1365,61,-162,"LARNED,ESTHEFANIA J",F,Alaska
1993-05-08T22:11:38Z,5a9bf8a2e2615618b43d4e4f,1593675226442366977,7133 WOODED LK,Crooked Creek,V_US_Participant,1367,62,-158,"DODIA,SHIRIN ",F,Alaska
1996-11-08T22:11:38Z,5a9bf8a2e2615618b43d4e50,1593675226442366978,4642 ALMOND CIR,Eek,V_US_Participant,1368,60,-162,"KANNENBERG,SHYANN D",M,Alaska
1996-09-08T22:11:38Z,5a9bf8a2e2615618b43d4e51,1593675226442366979,240 EDITH AVE #134,Kwigillingok,V_US_Participant,1374,60,-163,"JABOBS,ANNYSIA ",M,Alaska
1996-11-08T22:11:38Z,5a9bf8a2e2615618b43d4e52,1593675226442366980,447 NIKKI DRIVE,Napakiak,V_US_Participant,1377,61,-162,"LIJON,R. L",F,Alaska
1994-03-08T22:11:38Z,5a9bf8a2e2615618b43d4e53,1593675226443415552,"165 NOVATO ST., APT 1",Toksook Bay,V_US_Participant,1378,61,-165,"EIB,ERRIN R",M,Alaska
1995-07-08T22:11:38Z,5a9bf8a2e2615618b43d4e54,1593675226443415553,"787 NIGHTHAWK COURT,#28",Nunapitchuk,V_US_Participant,1379,61,-162,"AVILA,MAHARSHI ",F,Alaska
1999-10-08T22:11:38Z,5a9bf8a2e2615618b43d4e55,1593675226443415554,1780 GRACE AVEN,Platinum,V_US_Participant,1380,59,-162,"OUATTARA,ANIIYA ",M,Alaska
1995-12-08T22:11:38Z,5a9bf8a2e2615618b43d4e56,1593675226443415555,1137 HARTNELL AVE,Quinhagak,V_US_Participant,1381,60,-162,"CABALLERO OLLOQUI,IRAEL ",F,Alaska
1993-12-08T22:11:38Z,5a9bf8a2e2615618b43d4e57,1593675226443415556,28 FENTON ST.,Red Devil,V_US_Participant,1382,62,-157,"CAMINITI,LUZ S",M,Alaska
1996-06-08T22:11:38Z,5a9bf8a2e2615618b43d4e58,1593675226443415557,2824 VIA DEL CABBALLO,Tuntutuliak,V_US_Participant,1385,60,-163,"ELISARRARAZ,DORALY DORIS",F,Alaska
1995-04-08T22:11:38Z,5a9bf8a2e2615618b43d4e59,1593675226444464128,44 132 KEAALAU PL,Tununak,V_US_Participant,1386,61,-165,"MEADE,YORDANOS ",M,Alaska
1999-01-08T22:11:38Z,5a9bf8a2e2615618b43d4e5a,1593675226444464129,,Nightmute,V_US_Participant,1387,60,-165,"CLEVELAND, KAT,PAK LING ",F,Alaska
1994-03-08T22:11:38Z,5a9bf8a2e2615618b43d4e5b,1593675226444464130,2840 EDEN PLAINS RD,King Salmon,V_US_Participant,1388,59,-157,"PETERSON, JOSE,PHARY ",M,Alaska
1994-03-08T22:11:38Z,5a9bf8a2e2615618b43d4e5c,1593675226444464131,DEPT L3061,South Naknek,V_US_Participant,1390,59,-157,"DAVIS-FLANAGAN,THEIL ",M,Alaska
1998-01-08T22:11:38Z,5a9bf8a2e2615618b43d4e5d,1593675226444464132,903 E DEVONSHIRE AVE #F,Clear,V_US_Participant,1391,64,-149,"WHITE, STEVEN,CHU YING K",F,Alaska
1999-02-08T22:11:38Z,5a9bf8a2e2615618b43d4e5e,1593675226445512704,610 AUGUSTA,Cantwell,V_US_Participant,1392,63,-149,"CARDOZE,RORIE A",M,Alaska
1995-08-08T22:11:38Z,5a9bf8a2e2615618b43d4e5f,1593675226445512705,"11180 HWY 51 NORTH, SUITE 3",Healy,V_US_Participant,1393,64,-149,"BEKKELI,ADRIAN E",F,Alaska
1995-12-08T22:11:38Z,5a9bf8a2e2615618b43d4e60,1593675226445512706,521 CHINOOK LANE,Anderson,V_US_Participant,1394,64,-149,"MENSINGER,SHARANDA A",M,Alaska
1996-09-08T22:11:38Z,5a9bf8a2e2615618b43d4e61,1593675226445512707,2311 IVY HILL WAY APT 412,Aleknagik,V_US_Participant,1396,59,-159,"PINTENS,NEAL  K",M,Alaska
1999-08-08T22:11:38Z,5a9bf8a2e2615618b43d4e62,1593675226445512708,328 PLEASANT HILL,Clarks Point,V_US_Participant,1397,59,-159,"PONS,AMALIA ",F,Alaska
1997-12-08T22:11:38Z,5a9bf8a2e2615618b43d4e63,1593675226446561280,7023 ROCKROSE TERRACE,Dillingham,V_US_Participant,1398,59,-159,"BENT,CHUOMA ",M,Alaska
1996-04-08T22:11:38Z,5a9bf8a2e2615618b43d4e64,1593675226446561281,3513 AKEBY DR,Manokotak,V_US_Participant,1400,59,-159,"SUMARNAP,CHARMIKA ",M,Alaska
1998-08-08T22:11:38Z,5a9bf8a2e2615618b43d4e65,1593675226446561282,2354 MARITIME DRIVE,Togiak,V_US_Participant,1402,59,-160,"HENDRYX,EMILARIE ANNE",M,Alaska
1993-08-08T22:11:38Z,5a9bf8a2e2615618b43d4e66,1593675226446561283,"2737 FLANNERY R,SP MH#80",Fairbanks,V_US_Participant,1403,65,-148,"WAKAEYASHI,KESMI J",F,Alaska
1999-07-08T22:11:38Z,5a9bf8a2e2615618b43d4e67,1593675226447609856,9460 NO NAME UNO 120,Eielson Afb,V_US_Participant,1404,65,-147,"HULTSMAN,ESABELL S",M,Alaska
1998-08-08T22:11:38Z,5a9bf8a2e2615618b43d4e68,1593675226447609857,494 MCCOVEY LN,Fort Wainwright,V_US_Participant,1405,65,-148,"RAMIREZ-LEON,ANZONY ",F,Alaska
1997-12-08T22:11:38Z,5a9bf8a2e2615618b43d4e69,1593675226447609858,2136 LAURA AVE,Fairbanks,V_US_Participant,1408,65,-148,"DULTZ,SHAWNTEL A",M,Alaska
1996-09-08T22:11:38Z,5a9bf8a2e2615618b43d4e6a,1593675226447609859,315 NEVIN AVENUE,Fairbanks,V_US_Participant,1410,65,-148,"KINCHLOE,CHASIDY ",M,Alaska
1994-01-08T22:11:38Z,5a9bf8a2e2615618b43d4e6b,1593675226447609860,4151 MIDDLEFIELD #111,Fairbanks,V_US_Participant,1412,65,-148,"RAAB,SHANORIA ",M,Alaska
1996-02-08T22:11:38Z,5a9bf8a2e2615618b43d4e6c,1593675226447609861,330 MULLET COUR,Fairbanks,V_US_Participant,1413,65,-148,"BENEVENT,LYNNZI ",F,Alaska
1997-09-08T22:11:38Z,5a9bf8a2e2615618b43d4e6d,1593675226448658432,219 DICKENS WAY,Salcha,V_US_Participant,1414,65,-147,"SIMON,RANJEET H",M,Alaska
1999-01-08T22:11:38Z,5a9bf8a2e2615618b43d4e6e,1593675226448658433,2080 CENTURY PARK E #1500,Two Rivers,V_US_Participant,1415,65,-147,"RUNDT,JAE L",F,Alaska
1996-06-08T22:11:38Z,5a9bf8a2e2615618b43d4e6f,1593675226448658434,6941 N PERSHING,Juneau,V_US_Participant,1420,58,-135,"STREIT,SR,RALPH V",M,Alaska
1998-03-08T22:11:38Z,5a9bf8a2e2615618b43d4e70,1593675226448658435,7550 FOLSOM AURBURN RD APT 501,Juneau,V_US_Participant,1423,58,-134,"D SOUZA,QUYEN-THI NICOLE",F,Alaska
1997-11-08T22:11:38Z,5a9bf8a2e2615618b43d4e71,1593675226448658436,3408 MADELINE DR,Auke Bay,V_US_Participant,1425,58,-135,"KAITLYN ,OGOCHUKWU ",F,Alaska
1997-12-08T22:11:38Z,5a9bf8a2e2615618b43d4e72,1593675226449707008,"1 MERCADO STREET, SUITE 202",Juneau,V_US_Participant,1427,58,-134,"POTEETE,DYANNE ",F,Alaska
1995-02-08T22:11:38Z,5a9bf8a2e2615618b43d4e73,1593675226449707009,4076 17TH ST #B,Anchor Point,V_US_Participant,1428,60,-152,"ELDERS,REXY RHEA L",M,Alaska
1999-04-08T22:11:38Z,5a9bf8a2e2615618b43d4e74,1593675226449707010,7701 AIRLINE DR,Clam Gulch,V_US_Participant,1429,60,-151,"DE COITO,GURMEET M",F,Alaska
1995-11-08T22:11:38Z,5a9bf8a2e2615618b43d4e75,1593675226449707011,125 COLBY LANE,Cooper Landing,V_US_Participant,1430,60,-150,"GAROFALD,GIANG M",M,Alaska
1999-08-08T22:11:38Z,5a9bf8a2e2615618b43d4e76,1593675226450755584,1311 FORDHAM AVE,Homer,V_US_Participant,1431,60,-151,"JOAKIMSON,RYHS M",F,Alaska
1993-07-08T22:11:38Z,5a9bf8a2e2615618b43d4e77,1593675226450755585,3865 NORTHWOOD DR D,Kenai,V_US_Participant,1434,61,-151,"LLORET,ANNYSA ",M,Alaska
1993-11-08T22:11:38Z,5a9bf8a2e2615618b43d4e78,1593675226450755586,8038 FRARIN COURT,Moose Pass,V_US_Participant,1435,61,-149,"ODUAH,HANNA ",F,Alaska
1998-09-08T22:11:38Z,5a9bf8a2e2615618b43d4e79,1593675226450755587,1924 W.WESTFIELD AV,Nikiski,V_US_Participant,1436,61,-151,"BROOKINS JR,CARLOS P",M,Alaska
1999-09-08T22:11:38Z,5a9bf8a2e2615618b43d4e7a,1593675226450755588,2222 PACHECO ST SS# 522,Ninilchik,V_US_Participant,1437,60,-152,"SHERRIFFE,MEIGON Z",F,Alaska
1998-04-08T22:11:38Z,5a9bf8a2e2615618b43d4e7b,1593675226450755589,1100 ROSE DR STE 230,Sterling,V_US_Participant,1441,61,-151,"MORRIGAN,JOSEPH III P",F,Alaska
1994-05-08T22:11:38Z,5a9bf8a2e2615618b43d4e7c,1593675226451804160,2101 TICE CREEK DR #2,Tyonek,V_US_Participant,1442,61,-151,"JUSTIN W PETER,KHAYKEO A",M,Alaska
1997-09-08T22:11:38Z,5a9bf8a2e2615618b43d4e7d,1593675226451804161,"C/O ANN ZIMMERMAN,1717 CALIFORNIA DR",Ketchikan,V_US_Participant,1445,55,-132,"BAGETT,BAYLEY ",F,Alaska
1998-08-08T22:11:38Z,5a9bf8a2e2615618b43d4e7e,1593675226451804162,"3939 MADISON AVENUE #141,1717 CALIFORNIA DR",Port Lions,V_US_Participant,1446,58,-153,"PEZZOLO,LESLEIGH R",M,Alaska
1993-07-08T22:11:38Z,5a9bf8a2e2615618b43d4e7f,1593675226451804163,HC 3 BOS 31,Karluk,V_US_Participant,1447,58,-154,"MACE,JIE-CONG ",F,Alaska
1996-02-08T22:11:38Z,5a9bf8a2e2615618b43d4e80,1593675226451804164,1011 CRESTVIEW ST,Kodiak,V_US_Participant,1448,58,-153,"HLAVICA,RHENELLA T",M,Alaska
1997-11-08T22:11:38Z,5a9bf8a2e2615618b43d4e81,1593675226451804165,2504 COUNTRY RANCH DR,Larsen Bay,V_US_Participant,1450,58,-154,"PARISOTTO,GUY-RENE E",M,Alaska
1998-02-08T22:11:38Z,5a9bf8a2e2615618b43d4e82,1593675226452852736,65 WRIGHT AVE #,Old Harbor,V_US_Participant,1451,57,-153,"GOUNDER,SETRAK W",F,Alaska
1999-02-08T22:11:38Z,5a9bf8a2e2615618b43d4e83,1593675226452852737,2281 CLEVELAND  AVE,Ouzinkie,V_US_Participant,1452,58,-153,"ATEN,SHANEASHA R",M,Alaska
1997-05-08T22:11:38Z,5a9bf8a2e2615618b43d4e84,1593675226452852738,9289 SKYWAY #42,Kodiak,V_US_Participant,1453,58,-152,"VUONG,BRIGET C",F,Alaska
1997-12-08T22:11:38Z,5a9bf8a2e2615618b43d4e85,1593675226452852739,2173 HOLLY AVE,Alakanuk,V_US_Participant,1454,63,-165,"SMPARDOS,TASHEIRA W",M,Alaska
1993-05-08T22:11:38Z,5a9bf8a2e2615618b43d4e86,1593675226453901312,1155-C ARNOLD DRIVE,Chevak,V_US_Participant,1455,62,-166,"PERRI,ERGAR J",F,Alaska
1996-02-08T22:11:38Z,5a9bf8a2e2615618b43d4e87,1593675226453901313,"262 EL DORADO, SUITE 100",Emmonak,V_US_Participant,1456,63,-165,"PANSHIR,SADYE D",M,Alaska
1998-12-08T22:11:38Z,5a9bf8a2e2615618b43d4e88,1593675226453901314,929 PINE ST #30,Marshall,V_US_Participant,1457,62,-162,"LA LONE,MORGANDY L",F,Alaska
1994-03-08T22:11:38Z,5a9bf8a2e2615618b43d4e89,1593675226453901315,2630 ORCHARD ST SPACE 31,Hooper Bay,V_US_Participant,1458,62,-166,"BEARCE,DARRIELLE A",M,Alaska
1999-01-08T22:11:38Z,5a9bf8a2e2615618b43d4e8a,1593675226453901316,2575 E EVANS CR,Saint Marys,V_US_Participant,1463,62,-163,"SPLEEN,KAITLYN WAN YI D",F,Alaska
1995-08-08T22:11:38Z,5a9bf8a2e2615618b43d4e8b,1593675226453901317,11913 SNOWPEAK DR,Nunam Iqua,V_US_Participant,1465,59,-152,"MACKILL,BEHZAD R",F,Alaska
1993-05-08T22:11:38Z,5a9bf8a2e2615618b43d4e8c,1593675226454949888,291 CLEARPOINTE DRIVE,Chignik Lake,V_US_Participant,1466,56,-159,"PEREDIA,NATSUMI A",M,Alaska
1995-06-08T22:11:38Z,5a9bf8a2e2615618b43d4e8d,1593675226454949889,5495 ARAPAHOE AVE,Chignik Lagoon,V_US_Participant,1469,58,-157,"RICOLCOL,AISLING L",F,Alaska
1994-12-08T22:11:38Z,5a9bf8a2e2615618b43d4e8e,1593675226454949890,1672 CHURCH AVE,Egegik,V_US_Participant,1470,58,-157,"LINSSEN,OI F",M,Alaska
1993-03-08T22:11:38Z,5a9bf8a2e2615618b43d4e8f,1593675226454949891,223 W ALVIN DR #3,Iliamna,V_US_Participant,1471,60,-155,"CHARON,TENYSHA M",F,Alaska
1993-07-08T22:11:38Z,5a9bf8a2e2615618b43d4e90,1593675226454949892,"1229 MADISON, SUITE 1440",Levelock,V_US_Participant,1472,59,-157,"LAPA,MYHAMED ",M,Alaska
1998-02-08T22:11:38Z,5a9bf8a2e2615618b43d4e91,1593675226454949893,981 COUNTRY LAN,Pedro Bay,V_US_Participant,1474,60,-154,"SPELZINI  JR,NASHEETA P",M,Alaska
1994-02-08T22:11:38Z,5a9bf8a2e2615618b43d4e92,1593675226454949894,10790 PASKENTA RD,Perryville,V_US_Participant,1475,56,-159,"VOURAKIS,JENNELL ",F,Alaska
1992-12-08T22:11:38Z,5a9bf8a2e2615618b43d4e93,1593675226455998464,21248 MC KEAN R,Pilot Point,V_US_Participant,1476,58,-157,"SISSOM,TAJUANA J",M,Alaska
1995-10-08T22:11:38Z,5a9bf8a2e2615618b43d4e94,1593675226455998465,"3024 HUFF AVENUE,PKWY",Port Alsworth,V_US_Participant,1477,60,-154,"WEISBURD,GENYA L",F,Alaska
1997-11-08T22:11:38Z,5a9bf8a2e2615618b43d4e95,1593675226455998466,PO BOX 3911,Wasilla,V_US_Participant,1478,62,-150,"DEW,MOSSI C",M,Alaska
1998-06-08T22:11:38Z,5a9bf8a2e2615618b43d4e96,1593675226455998467,1412 CHERISE COURT,Palmer,V_US_Participant,1480,62,-149,"FRENDO,MAESTHER A",M,Alaska
1993-09-08T22:11:38Z,5a9bf8a2e2615618b43d4e97,1593675226518913024,4769 CORRALES D,Big Lake,V_US_Participant,1481,62,-150,"KETCHERSID,CHUNG FAI R",F,Alaska
1997-02-08T22:11:38Z,5a9bf8a2e2615618b43d4e98,1593675226519961600,880 CASS ST #108,Skwentna,V_US_Participant,1483,62,-151,"RENFROW,POHAI C",F,Alaska
1996-09-08T22:11:38Z,5a9bf8a2e2615618b43d4e99,1593675226519961601,306 S HILLESTAD AVE,Sutton,V_US_Participant,1484,62,-149,"TREFEER,REHINA ",M,Alaska
1999-08-08T22:11:38Z,5a9bf8a2e2615618b43d4e9a,1593675226521010176,1401 FAIRWAY VILLAGE DRIVE,Talkeetna,V_US_Participant,1485,62,-150,"VERDOORN,LALING R",F,Alaska
1993-04-08T22:11:38Z,5a9bf8a2e2615618b43d4e9b,1593675226521010177,P O BOX 3279,Houston,V_US_Participant,1489,62,-150,"PATSEL,ANA (SANDY) L",F,Alaska
1993-08-08T22:11:38Z,5a9bf8a2e2615618b43d4e9c,1593675226521010178,590 SUNNYVIEW DRIVE APT 8,Saint Michael,V_US_Participant,1490,63,-162,"GILDEA,PEGMAN C",M,Alaska
1996-01-08T22:11:38Z,5a9bf8a2e2615618b43d4e9d,1593675226521010179,172 HOME WOOD AVE,Unalakleet,V_US_Participant,1492,64,-161,"CALLAS,TEDDREKA R",M,Alaska
1996-08-08T22:11:38Z,5a9bf8a2e2615618b43d4e9e,1593675226521010180,2033 LAKE WIND CT,Elim,V_US_Participant,1493,65,-162,"O'BLENIS,ANTONIQUE R",F,Alaska
1999-11-08T22:11:38Z,5a9bf8a2e2615618b43d4e9f,1593675226521010181,5 HIGHLAND ROAD,Gambell,V_US_Participant,1494,64,-172,"AHIA,ELECTRA J",M,Alaska
1993-06-08T22:11:38Z,5a9bf8a2e2615618b43d4ea0,1593675226522058752,1509 FOXHOLLOW LN,Koyuk,V_US_Participant,1495,65,-161,"TIEMAN,ISALA ",F,Alaska
1994-05-08T22:11:38Z,5a9bf8a2e2615618b43d4ea1,1593675226522058753,157 MORA ST,Nome,V_US_Participant,1496,65,-165,"CAITO,TORN ",M,Alaska
1999-01-08T22:11:38Z,5a9bf8a2e2615618b43d4ea2,1593675226522058754,915 MADRID ST,Savoonga,V_US_Participant,1497,64,-170,"DANIELS JR,KIEU-OANH ",F,Alaska
1996-06-08T22:11:38Z,5a9bf8a2e2615618b43d4ea3,1593675226522058755,10414 LUNA DRIVE,Wales,V_US_Participant,1501,66,-168,"LAPEDUS,LESLIE  MARIE",F,Alaska
1997-06-08T22:11:38Z,5a9bf8a2e2615618b43d4ea4,1593675226522058756,2340 MOSSY BANK DRIVE,White Mountain,V_US_Participant,1502,65,-163,"DELCHINI,SHAHIDA ",M,Alaska
1996-01-08T22:11:38Z,5a9bf8a2e2615618b43d4ea5,1593675226522058757,2100 LAGUNA CIR,Anaktuvuk Pass,V_US_Participant,1504,68,-152,"MERA GARCIA,NYCOLE ",M,Alaska
1996-01-08T22:11:38Z,5a9bf8a2e2615618b43d4ea6,1593675226523107328,7830 WESTWOOD DR,Barrow,V_US_Participant,1505,71,-157,"SLINEY,EUFRECITA P",F,Alaska
1994-11-08T22:11:38Z,5a9bf8a2e2615618b43d4ea7,1593675226523107329,957 PARK AVE #3,Kaktovik,V_US_Participant,1507,70,-144,"DEZUBIRIA JR,CHANTHAVON E",F,Alaska
1999-11-08T22:11:38Z,5a9bf8a2e2615618b43d4ea8,1593675226523107330,70 LARKSPUR #15,Point Hope,V_US_Participant,1509,68,-167,"KRIG SR,REGAN R",F,Alaska
1996-08-08T22:11:38Z,5a9bf8a2e2615618b43d4ea9,1593675226523107331,"9472 HOBERG SOUTH,BLDG 19 #1096",Nuiqsut,V_US_Participant,1511,70,-151,"CAMMARERI,BETHANNE ",F,Alaska
1996-09-08T22:11:38Z,5a9bf8a2e2615618b43d4eaa,1593675226523107332,409 ANNIN AVE,Kiana,V_US_Participant,1515,67,-160,"SPEELMAN,TRUEMAN ",F,Alaska
1998-11-08T22:11:38Z,5a9bf8a2e2615618b43d4eab,1593675226523107333,1611 LINCOLN #1,Kivalina,V_US_Participant,1516,68,-165,"STEITZ,VARINDER ",M,Alaska
1998-06-08T22:11:38Z,5a9bf8a2e2615618b43d4eac,1593675226523107334,4458 STREETER RD,Kobuk,V_US_Participant,1517,67,-157,"VON AH,ANGLEINA A",F,Alaska
1993-10-08T22:11:38Z,5a9bf8a2e2615618b43d4ead,1593675226524155904,5054 VESTRY CT,Kotzebue,V_US_Participant,1518,67,-163,"ERESMAN,SHALLON ",M,Alaska
1994-01-08T22:11:38Z,5a9bf8a2e2615618b43d4eae,1593675226525204480,3265 CIRCLE CT WEST,Noatak,V_US_Participant,1519,68,-163,"HOLNESS,ANGELLISA L",F,Alaska
1993-12-08T22:11:38Z,5a9bf8a2e2615618b43d4eaf,1593675226525204481,"2570 MOHAWK CT,BLVD #412",Selawik,V_US_Participant,1521,67,-160,"GNESDA,J CHARLES A",F,Alaska
1995-02-08T22:11:38Z,5a9bf8a2e2615618b43d4eb0,1593675226525204482,349 ANN CT,Meyers Chuck,V_US_Participant,1524,56,-132,"CAPI,NURA A",M,Alaska
1993-10-08T22:11:38Z,5a9bf8a2e2615618b43d4eb1,1593675226525204483,350 CALLOWAY DR,Thorne Bay,V_US_Participant,1526,56,-133,"EMPESTAN,NAJMAN ",M,Alaska
1993-05-08T22:11:38Z,5a9bf8a2e2615618b43d4eb2,1593675226525204484,257 HUDSON AVE,Hyder,V_US_Participant,1529,56,-130,"DELLEGRA,LAWRENA M",F,Alaska
1997-02-08T22:11:38Z,5a9bf8a2e2615618b43d4eb3,1593675226525204485,498 BOYNTON AVE APT #40,Klawock,V_US_Participant,1530,56,-133,"NADON,LIANNE E",M,Alaska
1996-06-08T22:11:38Z,5a9bf8a2e2615618b43d4eb4,1593675226526253056,1455 CHIANTI WA,Metlakatla,V_US_Participant,1531,55,-132,"ETEAKI,JAYLENE ",F,Alaska
1999-05-08T22:11:38Z,5a9bf8a2e2615618b43d4eb5,1593675226526253057,600 VICHY HILLS,Point Baker,V_US_Participant,1532,56,-134,"LIZARRAG,VITELIA ",M,Alaska
